Node	Total SNPs	Number of SNPs Inside Recombinations	Number of SNPs Outside Recombinations	Number of Recombination Blocks	Bases in Recombinations	Cumulative Bases in Recombinations	r/m	rho/theta	Genome Length	Bases in Clonal Frame
Node_509	293	174	119	18	8044	305576	1.462185	0.151261	2165337	1905645
Node_510	328	188	140	20	12789	269615	1.342857	0.142857	2199010	1947127
Node_511	380	213	167	20	12697	310089	1.275449	0.119760	2180429	1906406
Node_512	278	184	94	15	12789	283293	1.957447	0.159574	2192989	1942788
Node_513	628	386	242	28	17255	257953	1.595041	0.115702	2211005	2003235
Node_514	2363	1834	529	75	29947	382402	3.466919	0.141777	2119705	1814563
Node_515	321	199	122	17	7952	419098	1.631148	0.139344	2128796	1743409
Node_516	848	553	295	49	20905	407694	1.874576	0.166102	2191084	1838984
Node_517	619	455	164	37	15609	360693	2.774390	0.225610	2196453	1873896
Node_518	661	502	159	32	11200	408040	3.157233	0.201258	2117144	1789632
Node_519	401	317	84	22	7952	369231	3.773809	0.261905	2091932	1769875
Node_520	263	151	112	13	7952	344853	1.348214	0.116071	2122404	1809666
Node_521	204	96	108	11	8336	328265	0.888889	0.101852	2205399	1888393
Node_522	264	144	120	13	8336	320120	1.200000	0.108333	2209402	1909061
Node_523	988	633	355	43	13237	354981	1.783099	0.121127	2107965	1823124
Node_524	400	267	133	20	8336	302965	2.007519	0.150376	2211696	1953035
Node_525	501	338	163	22	8367	314628	2.073620	0.134969	2097670	1849072
Node_526	895	626	269	43	26682	260911	2.327137	0.159851	2213281	2002954
Node_527	507	226	281	20	7326	212204	0.804270	0.071174	2219987	2027268
Node_528	1253	1031	222	45	28694	483312	4.644144	0.202703	2154337	1753165
Node_529	102	38	64	7	892	419387	0.593750	0.109375	2174894	1771876
Node_530	308	231	77	19	1558	417950	3.000000	0.246753	2180052	1790133
Node_531	299	250	49	17	1558	439911	5.102041	0.346939	2152379	1753412
Node_532	964	881	83	34	19517	556252	10.614458	0.409639	2103508	1642467
Node_533	471	428	43	16	6065	586250	9.953488	0.372093	2094643	1571491
Node_534	813	699	114	32	19517	558071	6.131579	0.280702	2112676	1617248
Node_535	543	452	91	21	6065	522066	4.967033	0.230769	2179967	1702847
Node_536	121	88	33	11	6065	491381	2.666667	0.333333	2184070	1717133
Node_537	164	121	43	11	6065	490649	2.813953	0.255814	2166781	1703132
Node_538	577	481	96	29	13145	478078	5.010417	0.302083	2188943	1783357
Node_539	67	20	47	3	0	415678	0.425532	0.063830	2192728	1787378
Node_540	274	200	74	17	1558	414432	2.702703	0.229730	2193424	1799124
Node_541	953	728	225	41	27210	403353	3.235556	0.182222	2198267	1859583
Node_542	427	359	68	26	9187	420574	5.279412	0.382353	2113982	1756186
Node_543	105	54	51	8	1165	371426	1.058824	0.156863	2122534	1763836
Node_544	279	212	67	18	1558	397628	3.164179	0.268657	2116006	1758933
Node_545	388	286	102	22	1558	370263	2.803921	0.215686	2128783	1792873
Node_546	611	486	125	31	16099	346723	3.888000	0.248000	2203956	1912665
Node_547	516	233	283	22	2941	295533	0.823322	0.077739	2208377	1944776
Node_548	200	126	74	14	2493	387514	1.702703	0.189189	2113459	1766966
Node_549	237	165	72	17	2493	366654	2.291667	0.236111	2127484	1787627
Node_550	1240	1071	169	40	7718	498016	6.337278	0.236686	2104079	1695138
Node_551	1026	833	193	48	10014	526505	4.316062	0.248705	2115560	1690968
Node_552	181	102	79	10	2401	444032	1.291139	0.126582	2131104	1719013
Node_553	696	553	143	38	7837	430348	3.867133	0.265734	2137242	1761175
Node_554	421	285	136	20	2493	392609	2.095588	0.147059	2140302	1779045
Node_555	446	273	173	24	2526	377449	1.578035	0.138728	2143510	1801461
Node_556	563	435	128	33	6931	356988	3.398438	0.257812	2149622	1858970
Node_557	1690	1045	645	65	20317	304347	1.620155	0.100775	2150889	1894418
Node_558	613	355	258	25	10532	267848	1.375969	0.096899	2218683	1986792
Node_559	253	118	135	11	2493	235796	0.874074	0.081481	2219327	1994332
Node_560	1797	1396	401	66	17559	386819	3.481297	0.164589	2104868	1811687
Node_561	697	435	262	32	8225	309683	1.660305	0.122137	2120805	1863111
Node_562	835	554	281	45	10809	308956	1.971530	0.160142	2117303	1858106
Node_563	645	355	290	33	14863	270181	1.224138	0.113793	2135978	1916804
Node_564	287	132	155	17	2941	228268	0.851613	0.109677	2222971	2008083
Node_565	1718	1102	616	58	18216	293435	1.788961	0.094156	2110149	1873325
Node_566	395	280	115	21	6049	439512	2.434783	0.182609	2114477	1741903
Node_567	2476	1688	788	77	38956	405798	2.142132	0.097716	2124198	1787672
Node_568	489	288	201	29	17478	418610	1.432836	0.144279	2119857	1746988
Node_569	994	656	338	38	22537	403800	1.940828	0.112426	2127394	1788230
Node_570	1017	680	337	48	17355	367326	2.017804	0.142433	2140359	1897872
Node_571	651	398	253	36	14863	252618	1.573123	0.142292	2143557	1935781
Node_572	507	307	200	26	14986	217290	1.535000	0.130000	2223757	2031148
Node_573	659	319	340	30	20214	194300	0.938235	0.088235	2225293	2057948
Node_574	698	405	293	32	24186	284206	1.382253	0.109215	2101747	1877415
Node_575	364	196	168	14	2589	394485	1.166667	0.083333	2091378	1740629
Node_576	187	90	97	15	2589	375347	0.927835	0.154639	2094137	1745064
Node_577	1071	789	282	43	38224	365761	2.797872	0.152482	2109614	1824596
Node_578	1286	991	295	61	40112	383405	3.359322	0.206780	2094758	1813187
Node_579	141	44	97	8	410	296978	0.453608	0.082474	2118680	1834184
Node_580	231	111	120	15	2589	295605	0.925000	0.125000	2120431	1838104
Node_581	903	671	232	35	20482	425927	2.892241	0.150862	2090508	1729093
Node_582	197	152	45	12	2592	447480	3.377778	0.266667	2090014	1677085
Node_583	666	422	244	32	20482	429856	1.729508	0.131148	2100660	1736463
Node_584	944	750	194	51	38959	378643	3.865979	0.262887	2112021	1832690
Node_585	576	358	218	30	12993	293147	1.642202	0.137615	2129441	1889521
Node_586	254	115	139	13	3436	249281	0.827338	0.093525	2131103	1904557
Node_587	337	158	179	19	14989	235710	0.882682	0.106145	2135249	1929652
Node_588	1160	697	463	44	34654	289178	1.505400	0.095032	2184642	1941627
Node_589	774	515	259	37	28713	250275	1.988417	0.142857	2194008	1985070
Node_590	553	295	258	26	18887	213877	1.143411	0.100775	2210300	2044786
Node_591	1086	492	594	36	27151	168622	0.828283	0.060606	2225810	2093302
Node_592	478	241	237	26	13858	322669	1.016878	0.109705	2118535	1829684
Node_593	428	219	209	16	2071	303784	1.047847	0.076555	2131213	1864292
Node_594	976	597	379	28	15267	277725	1.575198	0.073879	2138457	1937379
Node_595	402	322	80	22	5962	384182	4.025000	0.275000	2156878	1830485
Node_596	2086	1385	701	65	36699	341215	1.975749	0.092725	2167189	1893272
Node_597	81	70	11	4	0	420890	6.363636	0.363636	2151752	1755071
Node_598	472	405	67	19	10050	409955	6.044776	0.283582	2163967	1794189
Node_599	777	522	255	47	30931	381539	2.047059	0.184314	2185486	1850041
Node_600	1508	1175	333	53	31118	416674	3.528528	0.159159	2171541	1838827
Node_601	1648	1237	411	69	36699	344364	3.009732	0.167883	2192689	1913466
Node_602	344	189	155	17	1558	286901	1.219355	0.109677	2198370	1919699
Node_603	953	774	179	46	17399	452820	4.324022	0.256983	2172594	1791310
Node_604	25	15	10	3	0	453174	1.500000	0.300000	2169345	1729420
Node_605	59	42	17	5	0	453174	2.470588	0.294118	2175701	1736933
Node_606	289	255	34	17	1558	451622	7.500000	0.500000	2187213	1764946
Node_607	485	384	101	29	8460	430872	3.801980	0.287129	2191202	1808169
Node_608	728	567	161	34	22482	390608	3.521739	0.211180	2198178	1858742
Node_609	280	231	49	19	6717	344609	4.714286	0.387755	2201004	1887022
Node_610	465	321	144	21	6717	318769	2.229167	0.145833	2201310	1897378
Node_611	347	199	148	17	1558	308706	1.344595	0.114865	2202508	1921695
Node_612	273	137	136	17	2006	285415	1.007353	0.125000	2208311	1931947
Node_613	917	544	373	42	31019	338867	1.458445	0.112601	2137203	1873971
Node_614	1121	679	442	46	35395	280029	1.536199	0.104072	2208713	1969692
Node_615	861	578	283	35	19033	386829	2.042403	0.123675	2042485	1736628
Node_616	1379	787	592	46	30479	340339	1.329392	0.077703	2173081	1886492
Node_617	348	270	78	21	2011	383732	3.461539	0.269231	2149492	1815723
Node_618	702	407	295	38	28223	351931	1.379661	0.128814	2174329	1881333
Node_619	296	133	163	19	7289	306629	0.815951	0.116564	2180077	1893980
Node_620	492	232	260	17	2006	299021	0.892308	0.065385	2192639	1934707
Node_621	1417	787	630	57	45407	268139	1.249206	0.090476	2193788	1960515
Node_622	553	327	226	24	14980	242627	1.446903	0.106195	2210470	2002220
Node_623	211	95	116	11	2071	211599	0.818965	0.094828	2211500	2005386
Node_624	829	462	367	38	35650	209163	1.258856	0.103542	2213600	2049958
Node_625	583	280	303	31	17706	313147	0.924092	0.102310	2116972	1845529
Node_626	1059	612	447	40	32988	287200	1.369128	0.089485	2124708	1890404
Node_627	1659	1233	426	62	33524	437972	2.894366	0.145540	2112857	1743071
Node_628	305	169	136	15	273	396142	1.242647	0.110294	2123268	1766639
Node_629	276	166	110	20	273	381332	1.509091	0.181818	2127298	1780037
Node_630	742	453	289	35	16534	457760	1.567474	0.121107	2082288	1682213
Node_631	137	77	60	9	273	431772	1.283333	0.150000	2113971	1720298
Node_632	382	264	118	23	13805	420351	2.237288	0.194915	2130323	1768771
Node_633	54	17	37	4	0	386128	0.459459	0.108108	2135697	1777269
Node_634	196	88	108	11	273	382023	0.814815	0.101852	2137680	1790075
Node_635	154	69	85	9	1028	370590	0.811765	0.105882	2144399	1796179
Node_636	2131	1419	712	72	23580	430376	1.992977	0.101124	2076305	1722627
Node_637	526	323	203	25	17193	388824	1.591133	0.123153	2161939	1807703
Node_638	590	369	221	30	23787	370401	1.669683	0.135747	2204919	1878871
Node_639	145	58	87	10	273	441023	0.666667	0.114943	2175517	1751133
Node_640	150	68	82	9	273	437931	0.829268	0.109756	2183252	1774163
Node_641	245	222	23	16	273	466741	9.652174	0.695652	2125813	1709027
Node_642	359	294	65	18	273	442183	4.523077	0.276923	2188144	1778732
Node_643	184	130	54	12	273	420224	2.407408	0.222222	2196278	1786107
Node_644	108	76	32	9	273	451167	2.375000	0.281250	2166917	1739231
Node_645	1421	1187	234	56	29261	531113	5.072649	0.239316	2148913	1709836
Node_646	418	341	77	17	273	457609	4.428571	0.220779	2171427	1734842
Node_647	101	65	36	8	273	451887	1.805556	0.222222	2163118	1728099
Node_648	96	78	18	6	0	450376	4.333333	0.333333	2182010	1752153
Node_649	228	167	61	17	273	460495	2.737705	0.278689	2107753	1694281
Node_650	98	62	36	9	273	441693	1.722222	0.250000	2124559	1707598
Node_651	26	14	12	2	0	441648	1.166667	0.166667	2195095	1763028
Node_652	437	326	111	24	13805	441648	2.936937	0.216216	2197543	1786610
Node_653	196	122	74	13	273	419476	1.648649	0.175676	2205705	1810635
Node_654	941	706	235	40	26582	448746	3.004255	0.170213	2105827	1728293
Node_655	166	61	105	7	0	402750	0.580952	0.066667	2206892	1813810
Node_656	1042	798	244	45	31453	400340	3.270492	0.184426	2207157	1877418
Node_657	418	323	95	16	7768	473305	3.400000	0.168421	2100439	1677334
Node_658	1068	883	185	47	28814	453454	4.772973	0.254054	2112167	1731825
Node_659	298	248	50	20	7768	408079	4.960000	0.400000	2126086	1762060
Node_660	457	359	98	24	13785	424873	3.663265	0.244898	2168338	1778062
Node_661	267	159	108	11	7768	401442	1.472222	0.101852	2184003	1805996
Node_662	214	169	45	13	7768	388145	3.755556	0.288889	2196910	1827297
Node_663	379	297	82	16	7768	421653	3.621951	0.195122	2168688	1803777
Node_664	53	13	40	3	0	378005	0.325000	0.075000	2201621	1830496
Node_665	324	222	102	20	7768	394026	2.176471	0.196078	2179644	1812601
Node_666	69	24	45	4	0	377920	0.533333	0.088889	2203621	1834310
Node_667	833	665	168	36	34071	423996	3.958333	0.214286	2168272	1807983
Node_668	354	256	98	24	23594	376011	2.612245	0.244898	2206001	1853318
Node_669	1074	916	158	45	39317	592891	5.797468	0.284810	2094522	1612184
Node_670	184	124	60	9	0	513013	2.066667	0.150000	2113610	1629786
Node_671	72	32	40	6	0	512300	0.800000	0.150000	2123984	1638744
Node_672	231	158	73	14	0	512264	2.164384	0.191781	2128388	1661272
Node_673	677	519	158	30	26141	493139	3.284810	0.189873	2130538	1713201
Node_674	492	339	153	25	18635	441096	2.215686	0.163399	2134574	1735517
Node_675	779	572	207	37	36365	420693	2.763285	0.178744	2136780	1796778
Node_676	303	256	47	22	7758	447855	5.446808	0.468085	2171391	1753218
Node_677	134	79	55	12	7758	429336	1.436364	0.218182	2181337	1776604
Node_678	445	338	107	28	30492	414212	3.158879	0.261682	2183272	1802989
Node_679	193	92	101	9	7758	454914	0.910891	0.089109	2160253	1728129
Node_680	731	581	150	33	26948	514071	3.873333	0.220000	2081803	1665893
Node_681	160	110	50	11	7758	443633	2.200000	0.220000	2168950	1746638
Node_682	356	252	104	20	7758	484065	2.423077	0.192308	2189115	1763693
Node_683	648	512	136	23	21290	432268	3.764706	0.169118	2200611	1816767
Node_684	651	456	195	31	32648	389471	2.338462	0.158974	2208067	1852387
Node_685	85	23	62	4	0	360174	0.370968	0.064516	2213906	1858418
Node_686	115	57	58	10	7441	359350	0.982759	0.172414	2220988	1865065
Node_687	234	133	101	15	273	358752	1.316832	0.148515	2221039	1887023
Node_688	225	119	106	13	1028	336847	1.122642	0.122642	2224250	1892279
Node_689	344	142	202	15	1028	334233	0.702970	0.074257	2224479	1901594
Node_690	564	341	223	29	23762	325072	1.529148	0.130045	2224479	1939581
Node_691	413	235	178	21	2828	287087	1.320225	0.117978	2224595	1978086
Node_692	1127	645	482	58	44488	248707	1.338174	0.120332	2224836	2034479
Node_693	337	164	173	18	20237	192571	0.947977	0.104046	2224986	2048716
Node_694	413	190	223	21	20237	178448	0.852018	0.094170	2224986	2061988
Node_695	501	245	256	19	17277	165113	0.957031	0.074219	2227885	2094777
Node_696	438	160	278	20	17662	133468	0.575540	0.071942	2228938	2114581
Node_697	268	82	186	11	6810	114600	0.440860	0.059140	2228968	2136861
Node_698	509	133	376	20	15753	92356	0.353723	0.053191	2229236	2153373
Node_699	647	219	428	26	26388	76111	0.511682	0.060748	2229270	2174145
Node_700	556	215	341	25	39909	55358	0.630499	0.073314	2229494	2188503
Node_701	257	76	181	10	8081	41230	0.419890	0.055249	2229759	2196189
Node_702	418	132	286	19	32166	33787	0.461538	0.066434	2230860	2221632
Node_703	359	70	289	11	9336	9336	0.242215	0.038062	2230880	2230880
Node_704	0	0	0	0	0	0	0.000000	0.000000	2231758	2231758
Node_705	3074	1769	1305	99	110721	145558	1.355556	0.075862	2146918	2090182
Node_706	1283	557	726	43	60978	63164	0.767218	0.059229	2181169	2175931
Node_707	460	361	99	26	44987	363275	3.646465	0.262626	2141123	1830736
Node_708	219	134	85	15	6235	338149	1.576471	0.176471	2154367	1844557
Node_709	890	672	218	36	42538	326360	3.082569	0.165138	2170751	1939510
Node_710	1816	1036	780	65	59814	242181	1.328205	0.083333	2182374	2011497
Node_711	657	264	393	26	20777	180084	0.671756	0.066158	2194043	2050098
Node_712	1406	755	651	47	32352	191542	1.159754	0.072197	2164323	2023321
Node_713	435	224	211	19	14436	150780	1.061611	0.090047	2201196	2084969
Node_714	965	555	410	46	29562	122790	1.353659	0.112195	2202699	2121786
Node_715	952	688	264	42	34309	257462	2.606061	0.159091	2159714	2020359
Node_716	3320	1846	1474	98	100862	147711	1.252375	0.066486	2175035	2092435
Node_717	695	322	373	28	32897	85205	0.863271	0.075067	2207094	2167507
Node_718	1407	1092	315	45	56683	340242	3.466667	0.142857	2147885	1920285
Node_719	830	546	284	39	43443	238887	1.922535	0.137324	2164819	2000043
Node_720	891	502	389	33	28642	218957	1.290488	0.084833	2154892	1995370
Node_721	1783	1066	717	72	53699	172988	1.486750	0.100418	2178959	2088479
Node_722	2146	1045	1101	79	75144	95348	0.949137	0.071753	2185858	2149555
Node_723	316	107	209	15	11732	40126	0.511962	0.071770	2210812	2188955
Node_724	1950	982	968	76	38441	153434	1.014463	0.078512	2173538	2073249
Node_725	642	261	381	28	22626	107842	0.685039	0.073491	2193162	2110710
Node_726	467	189	278	21	11989	231787	0.679856	0.075540	2177258	1991680
Node_727	745	373	372	29	23559	197207	1.002688	0.077957	2186194	2026424
Node_728	787	326	461	32	19819	170586	0.707158	0.069414	2190761	2070600
Node_729	1327	896	431	51	41109	268469	2.078886	0.118329	2163469	1988314
Node_730	2300	1303	997	74	34475	186781	1.306921	0.074223	2173957	2055034
Node_731	1495	754	741	63	33026	129553	1.017544	0.085020	2201608	2120807
Node_732	612	258	354	27	22446	86626	0.728814	0.076271	2209879	2152174
Node_733	2206	1905	301	62	31274	369830	6.328904	0.205980	2164091	1918182
Node_734	283	153	130	17	10602	257467	1.176923	0.130769	2181982	1952039
Node_735	2204	1434	770	71	22692	236317	1.862338	0.092208	2186981	2013055
Node_736	1536	876	660	61	20392	217216	1.327273	0.092424	2157495	1987113
Node_737	1266	750	516	55	27013	177473	1.453488	0.106589	2193581	2068770
Node_738	975	542	433	44	11290	212992	1.251732	0.101617	2144466	1997401
Node_739	161	102	59	10	1876	297548	1.728814	0.169492	2165618	1905890
Node_740	294	210	84	18	6724	269661	2.500000	0.214286	2176139	1952454
Node_741	395	249	146	23	6797	231926	1.705480	0.157534	2185408	1988518
Node_742	1118	665	453	44	11290	203465	1.467991	0.097130	2189899	2035979
Node_743	1257	619	638	49	17058	159891	0.970219	0.076803	2197790	2074943
Node_744	327	118	209	18	10279	126332	0.564593	0.086124	2206894	2089296
Node_745	2336	1530	806	79	32459	211166	1.898263	0.098015	2163981	2022673
Node_746	1252	577	675	44	16590	152955	0.854815	0.065185	2181291	2071104
Node_747	990	478	512	43	26777	118400	0.933594	0.083984	2209803	2116077
Node_748	739	302	437	29	22636	93996	0.691076	0.066362	2210630	2152663
Node_749	386	143	243	18	7774	58251	0.588477	0.074074	2214939	2173056
Node_750	4206	2107	2099	116	113036	191660	1.003811	0.055264	2134282	2005543
Node_751	79	20	59	4	2042	141580	0.338983	0.067797	2156627	2028428
Node_752	159	137	22	5	353	345802	6.227273	0.227273	2154650	1823978
Node_753	2288	1610	678	80	53488	336170	2.374631	0.117994	2160993	1918877
Node_754	978	620	358	44	32334	247000	1.731844	0.122905	2180861	2001450
Node_755	882	335	547	27	21306	182931	0.612431	0.049360	2198273	2056245
Node_756	1710	1420	290	54	13443	409181	4.896552	0.186207	2150997	1861205
Node_757	495	331	164	18	4705	300160	2.018293	0.109756	2169886	1947630
Node_758	983	512	471	37	14536	231550	1.087049	0.078556	2175645	2007500
Node_759	0	0	0	0	0	285487	0.000000	0.000000	2153904	1883607
Node_760	97	76	21	8	627	285487	3.619048	0.380952	2161896	1901668
Node_761	262	150	112	9	646	273195	1.339286	0.080357	2177334	1921930
Node_762	4222	2460	1762	128	125652	263900	1.396141	0.072645	2183214	1975540
Node_763	182	137	45	15	1981	403247	3.044445	0.333333	2158080	1795316
Node_764	735	540	195	34	6155	374796	2.769231	0.174359	2167351	1851008
Node_765	323	221	102	19	2374	326490	2.166667	0.186275	2175721	1895924
Node_766	2459	1512	947	84	55782	287883	1.596621	0.088701	2179008	1961751
Node_767	735	501	234	33	5200	328342	2.141026	0.141026	2167662	1897364
Node_768	493	248	245	30	5042	284868	1.012245	0.122449	2188220	1922362
Node_769	219	128	91	14	1335	275087	1.406593	0.153846	2190845	1944376
Node_770	547	278	269	25	6741	255147	1.033457	0.092937	2197802	1976902
Node_771	1461	1141	320	42	6239	444458	3.565625	0.131250	2156420	1810400
Node_772	727	501	226	25	4647	359940	2.216814	0.110619	2175110	1871866
Node_773	930	478	452	37	4301	314159	1.057522	0.081858	2185452	1905179
Node_774	1606	988	618	57	17408	286329	1.598706	0.092233	2191703	1946430
Node_775	6	3	3	1	0	345491	1.000000	0.333333	2134775	1801483
Node_776	8	0	8	0	0	345491	0.000000	0.000000	2141492	1807572
Node_777	188	85	103	10	646	345491	0.825243	0.097087	2150547	1816939
Node_778	6	0	6	0	0	356793	0.000000	0.000000	2130967	1790474
Node_779	58	34	24	6	627	356793	1.416667	0.250000	2134170	1793366
Node_780	5	0	5	0	0	356793	0.000000	0.000000	2138372	1798394
Node_781	77	42	35	2	0	358388	1.200000	0.057143	2127302	1786255
Node_782	19	0	19	0	0	356793	0.000000	0.000000	2145634	1804148
Node_783	25	6	19	2	0	356793	0.315789	0.105263	2149475	1807764
Node_784	90	51	39	7	627	356431	1.307692	0.179487	2151327	1810412
Node_785	200	153	47	12	691	355578	3.255319	0.255319	2152860	1822615
Node_786	11	0	11	0	0	343546	0.000000	0.000000	2163809	1829554
Node_787	15	4	11	1	0	343546	0.363636	0.090909	2165772	1831515
Node_788	22	10	12	3	342	343546	0.833333	0.250000	2166470	1832222
Node_789	42	32	10	3	342	348403	3.200000	0.300000	2136900	1806845
Node_790	0	0	0	0	0	346419	0.000000	0.000000	2140972	1809502
Node_791	205	114	91	9	646	346419	1.252747	0.098901	2144435	1814853
Node_792	204	121	83	13	691	348004	1.457831	0.156627	2137702	1809674
Node_793	23	3	20	1	0	343538	0.150000	0.050000	2149340	1820430
Node_794	83	14	69	3	342	343618	0.202899	0.043478	2136777	1806584
Node_795	104	44	60	3	342	343618	0.733333	0.050000	2151016	1820041
Node_796	9	0	9	0	0	343538	0.000000	0.000000	2160549	1828909
Node_797	9	0	9	0	0	343538	0.000000	0.000000	2164686	1832939
Node_798	24	11	13	2	0	343538	0.846154	0.153846	2170303	1833803
Node_799	296	229	67	18	2712	343538	3.417910	0.268657	2178395	1860044
Node_800	28	25	3	2	0	321556	8.333333	0.666667	2189766	1872025
Node_801	47	31	16	4	342	320457	1.937500	0.250000	2191040	1882784
Node_802	58	9	49	2	0	312683	0.183673	0.040816	2141493	1844235
Node_803	2866	1807	1059	92	38541	310970	1.706327	0.086874	2192197	1945216
Node_804	661	374	287	34	7931	249405	1.303136	0.118467	2203932	1978822
Node_805	222	110	112	18	2716	227017	0.982143	0.160714	2211919	1989998
Node_806	345	175	170	16	2323	223542	1.029412	0.094118	2213365	2000578
Node_807	468	308	160	27	13457	214406	1.925000	0.168750	2213990	2038953
Node_808	685	344	341	23	19916	176634	1.008798	0.067449	2214217	2070681
Node_809	413	128	285	16	7925	145127	0.449123	0.056140	2222307	2085715
Node_810	580	282	298	35	25472	137569	0.946309	0.117450	2222377	2128782
Node_811	484	258	226	25	21293	237057	1.141593	0.110619	2146498	1968038
Node_812	2097	1141	956	72	44553	189987	1.193515	0.075314	2156026	2033083
Node_813	4170	2380	1790	129	107276	183123	1.329609	0.072067	2177105	2053269
Node_814	628	350	278	33	24749	132605	1.258993	0.118705	2190452	2095327
Node_815	403	263	140	20	22710	319373	1.878571	0.142857	2141881	1877365
Node_816	620	445	175	31	33846	278270	2.542857	0.177143	2177827	1959320
Node_817	501	300	201	27	20562	223089	1.492537	0.134328	2189171	2005558
Node_818	618	282	336	25	17218	185770	0.839286	0.074405	2198741	2046476
Node_819	1819	1076	743	62	36325	201626	1.448183	0.083445	2148512	2004864
Node_820	2108	1025	1083	78	57159	153663	0.946445	0.072022	2202514	2102510
Node_821	382	135	247	19	15749	101216	0.546559	0.076923	2210157	2116541
Node_822	472	187	285	26	21907	94589	0.656140	0.091228	2223287	2141472
Node_823	778	545	233	33	22126	249050	2.339056	0.141631	2142429	1965544
Node_824	366	181	185	24	21535	187688	0.978378	0.129730	2168963	2014185
Node_825	555	247	308	26	19195	162873	0.801948	0.084416	2182243	2058095
Node_826	2123	1045	1078	79	64836	130795	0.969388	0.073284	2186623	2110015
Node_827	650	275	375	28	19714	82403	0.733333	0.074667	2223355	2181581
Node_828	303	56	247	12	3457	41850	0.226721	0.048583	2224363	2186086
Node_829	224	106	118	17	8770	64823	0.898305	0.144068	2169580	2121486
Node_830	832	730	102	32	10251	327658	7.156863	0.313726	2142095	1886946
Node_831	524	422	102	26	15268	269130	4.137255	0.254902	2164404	2014847
Node_832	2477	1420	1057	97	57282	157557	1.343425	0.091769	2172621	2070444
Node_833	1748	833	915	68	35661	108377	0.910383	0.074317	2187613	2133003
Node_834	866	608	258	33	19686	277277	2.356589	0.127907	2174197	1958537
Node_835	1047	658	389	45	22005	273097	1.691517	0.115681	2154843	1943172
Node_836	344	185	159	16	5206	225626	1.163522	0.100629	2183987	2011962
Node_837	1228	654	574	39	18456	179774	1.139373	0.067944	2187667	2052857
Node_838	1426	743	683	56	28036	139209	1.087848	0.081991	2193842	2107973
Node_839	738	239	499	25	18300	88010	0.478958	0.050100	2195661	2137216
Node_840	322	89	233	15	4808	59737	0.381974	0.064378	2207296	2154650
Node_841	204	29	175	8	3144	53408	0.165714	0.045714	2210545	2158145
Node_842	1161	535	626	39	38669	160075	0.854633	0.062300	2158395	2052307
Node_843	1031	267	764	27	27493	151432	0.349476	0.035340	2155654	2033301
Node_844	2701	1416	1285	94	81049	209713	1.101946	0.073152	2105200	1960718
Node_845	781	275	506	29	14095	159577	0.543478	0.057312	2160977	2036675
Node_846	2422	1261	1161	96	67185	191818	1.086133	0.082687	2119288	1990698
Node_847	684	564	120	26	1729	380223	4.700000	0.216667	2143552	1853339
Node_848	227	163	64	8	981	385470	2.546875	0.125000	2111771	1775437
Node_849	656	501	155	26	1729	365316	3.232258	0.167742	2128111	1844616
Node_850	131	69	62	9	981	309104	1.112903	0.145161	2165108	1881944
Node_851	288	228	60	20	1625	359044	3.800000	0.333333	2113389	1817231
Node_852	666	530	136	31	1961	368761	3.897059	0.227941	2145593	1837406
Node_853	325	224	101	19	1625	325820	2.217822	0.188119	2159709	1876888
Node_854	232	131	101	15	6569	297306	1.297030	0.148515	2172582	1902432
Node_855	792	518	274	40	23003	283308	1.890511	0.145985	2173152	1959463
Node_856	809	386	423	33	10994	224215	0.912530	0.078014	2179433	2003953
Node_857	1343	701	642	59	34720	185240	1.091900	0.091900	2182865	2046029
Node_858	333	114	219	20	12590	145641	0.520548	0.091324	2192508	2065489
Node_859	245	81	164	13	6478	135688	0.493902	0.079268	2197588	2072573
Node_860	424	108	316	16	8573	132590	0.341772	0.050633	2198022	2086922
Node_861	477	192	285	22	19754	117583	0.673684	0.077193	2198624	2100545
Node_862	959	433	526	46	44696	190061	0.823194	0.087452	2141029	1992371
Node_863	731	282	449	34	17984	158891	0.628062	0.075724	2160746	2031362
Node_864	1107	492	615	45	26799	181321	0.800000	0.073171	2136499	1997030
Node_865	1728	802	926	65	39572	199657	0.866091	0.070194	2142912	1988067
Node_866	16	7	9	2	0	387056	0.777778	0.222222	2141344	1772335
Node_867	1962	1502	460	64	15437	387056	3.265217	0.139130	2145703	1852519
Node_868	892	610	282	36	9961	309688	2.163121	0.127660	2157653	1931217
Node_869	2895	1836	1059	97	46836	237227	1.733711	0.091596	2165905	1993420
Node_870	663	250	413	32	10840	180270	0.605327	0.077482	2174421	2016140
Node_871	345	121	224	19	3297	166028	0.540179	0.084821	2185795	2040356
Node_872	330	107	223	13	583	150913	0.479821	0.058296	2187702	2048055
Node_873	416	121	295	19	8465	145076	0.410169	0.064407	2189801	2056022
Node_874	391	144	247	20	8465	138752	0.582996	0.080972	2200121	2081972
Node_875	2446	1056	1390	77	41630	243917	0.759712	0.055396	2147119	1949036
Node_876	874	386	488	37	32040	213879	0.790984	0.075820	2162908	1986845
Node_877	2565	1443	1122	84	47561	268965	1.286096	0.074866	2135383	1925719
Node_878	1067	573	494	38	39859	223320	1.159919	0.076923	2161023	1985448
Node_879	408	188	220	23	15348	186229	0.854545	0.104545	2187439	2027433
Node_880	1184	564	620	48	36434	249435	0.909677	0.077419	2098880	1894874
Node_881	1085	530	555	45	28545	245309	0.954955	0.081081	2081112	1878535
